siret,adresse,"Intitulés de la  NAF rév. 2, version finale"
20007658600060,RUE CHARLES  HENRI PERCHERON LA DEVISE 17380,Location de terrains et d'autres biens immobiliers
21290041900046,CHEMIN DE LEURGADORET CORAY 29370,Enseignement primaire
24380060400338,25 AV CREUZAT L'ISLE-D'ABEAU 38080 MAIRIE,Administration publique générale
21720180500124,1 PLACE DE LA REPUBLIQUE MAMERS 72600 MAIRIE,Accueil de jeunes enfants
30212003500027,[ND] [ND] [ND] AIX-EN-PROVENCE [ND] [ND],Location de logements
03926446000013,146 AVENUE DE SAINT-OUEN PARIS 75018,Activités combinées de soutien lié aux bâtiments
03915476000019,37 BOULEVARD MARCEL SEMBAT SAINT-DENIS 93200,Activités combinées de soutien lié aux bâtiments
21770059000011,2 RUE DE LA MONTAGNE BUSSY-SAINT-MARTIN 77600,Administration publique générale
30361421800012,MAIRIE SAINT-VINCENT 64800,Location et location-bail de machines et équipements agricoles
29030375900010,RUE ARISTIDE BRIAND YZEURE 03400 CENTRE DE L AGRICULTURE,Construction d'autres ouvrages de génie civil n.c.a.
05880559900022,20 LOTISSEMENT LES JARDINS D'AIMERY MARIGNANE 13700,Action sociale sans hébergement n.c.a.
26230610300017,10 RUE DE L'EGLISE CHENERAILLES 23130 MAIRIE,Action sociale sans hébergement n.c.a.
21430147500049,PAULHAC 43100 MAIRIE,Transports routiers réguliers de voyageurs
04006709200011,2 RUE DE LA PIEMENTE LYON 69009,Activités combinées de soutien lié aux bâtiments
17770431900280,20 AVENUE DE LINGENFELD TORCY 77200,"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale"
03887087900012,156 RUE DE PARIS BOULOGNE-BILLANCOURT 92100 156-158,Activités combinées de soutien lié aux bâtiments
21010432900011,1 RUE DU PUITS ROUGE VERJON 01270 HOTEL DE VILLE,Administration publique générale
26850082400027,PL DE LA MAIRIE SAINT-LAURENT-SUR-SEVRE 85290 MAIRIE,Hébergement social pour personnes âgées
20001140100052,17 RUE DU VIVIER VAL-COUESNON 35460,Hébergement médicalisé pour enfants handicapés
21550221200024,RUE DE L'ECOLE GUERPONT 55000,Enseignement primaire
22280001300625,1 PLACE CHATELET CHARTRES 28000,Activité des médecins généralistes
03935183800014,56 RUE DE BELLEVUE BOULOGNE-BILLANCOURT 92100,Activités combinées de soutien lié aux bâtiments
09738009100021,1 RUE FARADAY BILLERE 64140 ZA LA LINIERE LOT NO 1,Travaux d'installation électrique dans tous locaux
03904027400019,38 RUE GINOUX PARIS 75015,Activités combinées de soutien lié aux bâtiments
21290294400108,1 ROUTE DES MONTS D'ARREE LE TREHOU 29450,Construction d'autres ouvrages de génie civil n.c.a.
21140220100217,20 RUE ROBERT FOSSORIER DEAUVILLE 14800,Administration publique (tutelle) des activités économiques
30045912000220,SAINTE ANNE ALLAIRE 56350,Location de terrains et d'autres biens immobiliers
21750001624878,76 RUE DE REUILLY PARIS 75012,Administration publique générale
03901308100011,9 RUE CAVALLOTTI PARIS 75018,Activités combinées de soutien lié aux bâtiments
03358185100012,RUE DE LA REPUBLIQUE PAU 64000,Activités combinées de soutien lié aux bâtiments
26140376000018,LE HAUT ELLON ELLON 14250 MAIRIE,Action sociale sans hébergement n.c.a.
21580309900039,MAIRIE VILLAPOURCON 58370,Collecte et traitement des eaux usées
01990529800014,6 RUE CHABRIER NICE 06300,Activités combinées de soutien lié aux bâtiments
26350235300018,4 PLACE DE LA MAIRIE SAINT-AUBIN-D'AUBIGNE 35250,Action sociale sans hébergement n.c.a.
30340959300439,2 RUE EVARISTE GALOIS SCHILTIGHEIM 67300,Nettoyage courant des bâtiments
03921279000016,6 RUE SAINT-JEAN-BAPTISTE DE LA SALLE PARIS 6 75006,Activités combinées de soutien lié aux bâtiments
21570627600023,30 RUE PRINCIPALE SANRY-SUR-NIED 57530,Enseignement pré-primaire
26010028400025,941 ROUTE DE VEISSIEUX LE BAS REYRIEUX 01600,Hébergement médicalisé pour personnes âgées
03927854400018,3 RUE ALAIN CHARTIER PARIS 75015,Activités combinées de soutien lié aux bâtiments
21540407000017,23 RUE MARECHAL LYAUTEY OGNEVILLE 54330,Administration publique générale
17170001600057,PLACE DE L’HOTEL DE VILLE SAINT-JEAN-D'ANGELY 17400,Administration publique générale
21180086700023,6 RUE DOMAINE DREVANT 18200,Enseignement primaire
21780545600126,54 RUE DU DOCTEUR VAILLANT SAINT-CYR-L'ECOLE 78210,Enseignement pré-primaire
21191440300012,15 PLACE DES TILLEULS MONTGIBAUD 19210,Administration publique générale
20005786700059,21 AVENUE JULES RIMET SAINT-DENIS 93200,Services auxiliaires des transports terrestres
03901867600013,11 CITE DES TROIS BORNES PARIS 75011,Activités combinées de soutien lié aux bâtiments
30213194100064,1704 ROUTE DE SAINT-ANTONIN LORGUES 83510,Travaux d'installation d'eau et de gaz en tous locaux
21750001608459,5 RUE DU DOCTEUR VICTOR HUTINEL PARIS 75013,Accueil de jeunes enfants
20008528000085,PL DU MARECHAL LECLERC VILLENEUVE-SUR-AISNE 02190 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
21250046600033,7 RUE PRINCIPALE BATTENANS-VARIN 25380 MAIRIE,Exploitation forestière
21020387300448,48 RUE VINCHON LAON 02000,Enseignement primaire
13001044000266,PLACE DU CHATEAU ARNAC-POMPADOUR 19230,"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale"
17140460100030,13 RUE SAINT-OUEN CAEN 14000,"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale"
20005599400285,11 PL LEOPOLD BERGEON ARGENTONNAY 79150 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
20006768400122,13 PL DU 13EME REGIMENT DE GENIE EPERNAY 51200 HOTEL DE COMMUNAUTE,Construction d'autres ouvrages de génie civil n.c.a.
21130055303424,RUE DE LA BOISERAIE MARSEILLE 13012,Enseignement pré-primaire
26830012600185,421 AVENUE 1ER BIM DU PACIFIQUE LA GARDE 83130,Hébergement médicalisé pour personnes âgées
21810326500011,1 PLACE PIERRE-CASSAGNES SAINTE-CROIX 81150,Administration publique générale
21450203100120,85 CHEMIN VERT DU BLENOIS MEUNG-SUR-LOIRE 45130,Gestion d'installations sportives
21290152400018,1 PLACE DE LA FONTAINE MOTREFF 29270,Administration publique générale
29660076000031,3 RUE DES AUBEPINES CLAIRA 66530,Construction d'autres ouvrages de génie civil n.c.a.
03932502200018,5 RUE DESCOMBES PARIS 75017,Activités combinées de soutien lié aux bâtiments
26250176000256,3 BOULEVARD ALEXANDRE FLEMING BESANCON 25000,"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale"
21690175100018,PL DU 8 MAI SAVIGNY 69210,Administration publique générale
21140282100022,LE BOURG FOULOGNES 14240,Enseignement pré-primaire
21630299200013,RENTIERES 63420,Administration publique générale
26380207600012,ASSIEU 38150 MAIRIE,Action sociale sans hébergement n.c.a.
30065013200016,VERNOTTE ST PIERRE DE VARENNES 71670,Élevage d'autres bovins et de buffles
21810065900190,RUE LOUIS DAVID CASTRES 81100,Enseignement primaire
03917123600019,10 AVENUE LA FAYETTE MAISONS-LAFFITTE 78600,Activités combinées de soutien lié aux bâtiments
21320327600018,POUY-LOUBRIN 32260,Administration publique générale
21220168500162,PLACE DE L'HOTEL DE VILLE PERROS-GUIREC 22700 MAIRIE,Autres services de restauration n.c.a.
21420165900015,2 RUE DENIS BOULANGER PANISSIERES 42360,Administration publique générale
03908415700013,16 PLACE DE LA CHAPELLE PARIS 75018 P PAR,Activités combinées de soutien lié aux bâtiments
18008901304439,RUE DU CHATEAU SAINT-PIERRE-LES-NEMOURS 77140 STATION BIOLOGIQUE ECOLE NORMALE SUP,Recherche-développement en autres sciences physiques et naturelles
20009514900015,2 PLACE DE L'EGLISE MARCKOLSHEIM 67390 PRESBYTERE,Activités des organisations religieuses
29040338500013,VLGE GAUBERT DIGNE-LES-BAINS 04000 ANNEXE DE MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
26670459200010,1 PLACE DE L'EGLISE OBERHOFFEN-SUR-MODER 67240 MAIRIE,Action sociale sans hébergement n.c.a.
21060088800650,62 BOULEVARD GORBELLA NICE 06100,Enseignement primaire
20009811900015,RUE DE L'EGLISE ELVANGE 57690,Activités des organisations religieuses
21610063600085,10 PLACE DU GENERAL LECLERC BRIOUZE 61220 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
21710081700030,12 RUE CHARLES LEMAUX CHAMPFORGEUIL 71530,Enseignement pré-primaire
03912490400010,6 RUE JEAN DOLENT PARIS 75014,Activités combinées de soutien lié aux bâtiments
21810046900020,46 RUE DE TECOU CADALEN 81600,Enseignement primaire
02406444600016,QUA TANAMBAO M'TSANGAMOUJI 97650 MTSANGAMOUJI,Travaux de maçonnerie générale et gros œuvre de bâtiment
21450310400025,5 ROUTE DE THIGNONVILLE SERMAISES 45300,Enseignement pré-primaire
26010114200016,11 RUE CHARLES PIGEON LOYETTES 01360 MAIRIE,Action sociale sans hébergement n.c.a.
21080305200013,RUE DE TAGNON PERTHES 08300,Administration publique générale
21030092700048,12 RUE DU MAGASIN A CHARBON CRESSANGES 03240 MAIRIE,Collecte et traitement des eaux usées
21720154000291,LE TERTRE ROUGE LA FLECHE 72200,Construction d'autres ouvrages de génie civil n.c.a.
21240351300022,RIBAGNAC 24240,Enseignement primaire
13001105900552,131 RUE DU FAUBOURG BANNIER ORLEANS 45000 CENTRE DES FINANCES PUBLIQUES,Administration publique générale
21650161900029,10 RUE DES SOURCES ESCONDEAUX 65140,Enseignement pré-primaire
21770039200020,6 RUE FRANCOIS ROLIN BOISSISE-LA-BERTRAND 77350,Enseignement primaire
13002591902045,348 CHEMIN DU PONT BLANC VEDENE 84270 QUARTIER STE ANNE - BATIMENT SECUR,Administration publique (tutelle) des activités économiques
30048833500021,8 RUE NOUVELLE IVRY-SUR-SEINE 94200,Location de terrains et d'autres biens immobiliers
20006636300132,13 ROUTE NATIONALE 20 LUZENAC 09250,Production d'électricité
26680091100023,1 RUE VICTOR HUGO ILLZACH 68110,Hébergement social pour personnes âgées
20006744500052,LE BOUTARIQ VEYNES 05400,Traitement et élimination des déchets non dangereux
30285922800017,4 ROUTE D’ANCENIS VALLET 44330,Autres organisations fonctionnant par adhésion volontaire
03922497700015,79 RUE DU FAUBOURG POISSONNIERE PARIS 75009 EP PAR,Activités combinées de soutien lié aux bâtiments
03905403600015,37 RUE D'HAUTEVILLE PARIS 75010 P PAR,Activités combinées de soutien lié aux bâtiments
30162408600023,6 RUE DU BRESIL ORLEANS 45000,Autres activités des médecins spécialistes
13003184200029,29 AVENUE CHARLES DE GAULLE AUTUN 71400,Activités d’ordre public et de sécurité
05750563800031,317 CHEMIN DES MARINIERS VOREPPE 38340 ZAC DE L'ILE GABOURD,Activités des sièges sociaux
18006003000772,19 RUE MONTESQUIEU LA ROCHE-SUR-YON 85000,Administration publique (tutelle) des activités économiques
20008692400186,1 RUE JOUY BOUDONVILLE SAINT-GERMAIN-EN-LAYE 78100,Enseignement pré-primaire
03914815000012,91 AVENUE FELIX FAURE PARIS 75015 NAY AUX ROSES,Activités combinées de soutien lié aux bâtiments
19110677200020,935 AVENUE DU DOCTEUR RENE LAENNEC CASTELNAUDARY 11400,Formation continue d'adultes
21500641200013,1 ROUTE DE LA MAIRIE VILLIERS-FOSSARD 50680,Administration publique générale
21972211300038,QUA PERRIOLAT GRAND'RIVIERE 97218,Enseignement primaire
02405490000014,QUA LOTISSEMENT -BOUYOUNI BANDRABOUA 97650,Commerce d'alimentation générale
21160167900072,RUE DE ROYAN JARNAC 16200,Enseignement pré-primaire
20008575100119,RUE DU 19 MARS 1962 SAINT-MAURICE-L'EXIL 38550 MAIRIE,Autres services de réservation et activités connexes
06780042504325,RUE LEONARD DE VINCI POMPEY 54340,Nettoyage courant des bâtiments
06630567300015,RUE MAVADZANI -KAWENI MAMOUDZOU 97600,Autres commerces de détail sur éventaires et marchés
03896226200010,27 RUE DES DAMES PARIS 75017 T 75011 PARIS REP PA,Activités combinées de soutien lié aux bâtiments
03874233400014,102 RUE DE COURCELLES PARIS 75017 ES 75017 PARIS REP P,Activités combinées de soutien lié aux bâtiments
26300461600011,HAM DE LA FABREGUE SAINT-SEBASTIEN-D'AIGREFEUILLE 30140 MAIRIE,Action sociale sans hébergement n.c.a.
03969546500011,54 RUE ROYET SAINT-ETIENNE 42000,Activités combinées de soutien lié aux bâtiments
21250139900043,10 RUE DU DOCTEUR GIRARD LA CHAUX 25650 MAIRIE,"Captage, traitement et distribution d'eau"
06635225300026,22 RUE DU COMMERCE KOUNGOU 97600 MAJICAVO KOROPA,Commerce de détail d'habillement en magasin spécialisé
03897954800013,22 RUE VIOLET PARIS 75015 RIS REP PAR,Activités combinées de soutien lié aux bâtiments
21920025000369,92 RUE ROBERT SCHUMAN COLOMBES 92700,Enseignement primaire
21070240300036,SQUARE RENE CASSIN SAINT-GEORGES-LES-BAINS 07800 MAIRIE,Enseignement pré-primaire
21330318300247,12 RUE DE LA FON DE MADRAN PESSAC 33600,Enseignement pré-primaire
03521191100017,23 AVENUE DE LOMBEZ TOULOUSE 31300,Activités combinées de soutien lié aux bâtiments
03875700100011,24 RUE SARRETTE PARIS 75014 5015 PARIS REP PAR,Activités combinées de soutien lié aux bâtiments
03903756900025,16 AVENUE RENE COTY PARIS 75014,Activités combinées de soutien lié aux bâtiments
04388498000012,33 RUE ORFILA PARIS 75020 RIS REP PAR,Activités combinées de soutien lié aux bâtiments
00973693500017,RUE ETIENNE MOREL BEDEE 35137,Activités combinées de soutien lié aux bâtiments
03901562300018,12 AVENUE EMILE DESCHANEL PARIS 75007,Activités combinées de soutien lié aux bâtiments
30368885700042,RUE DU MARIAFELD HOUSSEN 68125,Commerce de détail de jeux et jouets en magasin spécialisé
19560020000016,19 RUE DOCTEUR ATTILA JOSSELIN 56120,Enseignement secondaire général
21720213400011,RUE EMILE ARROUET MULSANNE 72230,Administration publique générale
21150083000016,AV PRADE JUSSAC 15250,Administration publique générale
19080948300018,15 RUE ANDRE BOUSY GIVET 08600,Enseignement secondaire général
21430172300034,SAINT-BONNET-LE-FROID 43290 MAIRIE,"Captage, traitement et distribution d'eau"
27500001600020,1 RUE DE NANCY CHERBOURG-EN-COTENTIN 50100,Location de logements
21660105400028,MATEMALE 66210 POLE ENFANCE CAPCIR GARROTXES,Enseignement primaire
04008625800015,3 COURS DE LA REPUBLIQUE VILLEURBANNE 69100,Activités combinées de soutien lié aux bâtiments
21520308400029,7 RUE AUGUSTE PESCHAUD ROCHES-SUR-MARNE 52410,Enseignement pré-primaire
20006687600133,RUE D’ARGENSOLS FAGNIERES 51510,Gestion d'installations sportives
21710109600014,1 RUE BABOUX CHASSEY-LE-CAMP 71150,Administration publique générale
21850045200097,3 PLACE DE LA MAIRIE LA CHAIZE-GIRAUD 85220,Construction d'autres ouvrages de génie civil n.c.a.
13000853500010,ROUTE DE GACHET NANTES 44300 ATLANPOLE LA CHANTRERIE,Enseignement supérieur
21971129800154,LA BOUCAN SAINTE-ROSE 97115,Administration publique générale
22910228000141,8 RUE LOUIS MOREAU ETAMPES 91150,Activité des médecins généralistes
09698076800061,ZA DE BEHASQUE BEHASQUE-LAPISTE 64120,Commerce de gros (commerce interentreprises) de matériel agricole
05089198500017,11 RUE GUIGNEGAULT ORLEANS 45100,Activités combinées de soutien lié aux bâtiments
21010370100053,1 PLACE JULES GOYON SAINT-LAURENT-SUR-SAONE 01750 MAIRIE,Location de terrains et d'autres biens immobiliers
18008901305311,MOULIN DE LA HOUSSE REIMS 51100 EUROPOL'AGRO - BAT 18,Recherche-développement en autres sciences physiques et naturelles
21150126700044,LE BOURG MOLEDES 15500 MAIRIE,Collecte et traitement des eaux usées
17750152500113,62 RUE DE BRETAGNE PARIS 75003,Activités d’ordre public et de sécurité
21860154000022,MAZEUIL 86110,Autres services de restauration n.c.a.
13001106700258,60 RUE MAC DONALD LAVAL 53000 CENTRE DES FINANCES PUBLIQUES,Administration publique générale
30131877000049,64 HAMEAU DES PIERRES TRELINS 42130,Récupération de déchets triés
21200017800047,APPIETTO 20167 MAIRIE,"Captage, traitement et distribution d'eau"
01990387100010,5 RUE MANTEGA NICE 06000,Activités combinées de soutien lié aux bâtiments
21770058200141,146 AVENUE DU CLOS SAINT GEORGES BUSSY-SAINT-GEORGES 77600,Enseignement pré-primaire
20004848600019,1 RUE DE L'EGLISE LES AUXONS 25870 MAIRIE,Action sociale sans hébergement n.c.a.
21200042600065,CORDON LAGUNAIRE MARANA BORGO 20290,Enseignement primaire
03913182600016,15 BOULEVARD GOUVION-SAINT-CYR PARIS 75017 PARIS REP PAR SA EDO,Activités combinées de soutien lié aux bâtiments
05781975700014,7 RUE PYTHEAS MARSEILLE 13001,Location de terrains et d'autres biens immobiliers
21270067800049,100 ROUTE DE GISORS BEZU-SAINT-ELOI 27660 MAIRIE,Collecte et traitement des eaux usées
01981360900013,13 BOULEVARD ALBERT 1ER ANTIBES 06600,Activités combinées de soutien lié aux bâtiments
06510639500067,13 BOULEVARD DELHUMEAU PLESSIS CHOLET 49300,Location de terrains et d'autres biens immobiliers
21460108000028,FONS 46100,Enseignement primaire
13001292500843,2 RUE EUGENE ORIEUX REZE 44400,Administration publique générale
30341161500063,138 RUE DU PARC LOIREAUXENCE 44370,Activités des infirmiers et des sages-femmes
29730091500016,SAINTE-MARIE-DE-CUINES 73130 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
21910345400118,14 RUE LEON RENARD LONGJUMEAU 91160,Enseignement primaire
21530195300042,1 RUE DES CAMELIAS SACE 53470 MAIRIE,Collecte et traitement des eaux usées
17440230500455,88 RUE SAINT-PIERRE DURTAL 49430,Administration publique générale
05650050700027,73 BOULEVARD FRANKLIN ROOSEVELT VOIRON 38500,Fonderie d'autres métaux non ferreux
21190350500033,LE BOURG CHABRIGNAC 19350,Enseignement primaire
20006378200029,15 RUE DE LA ROSERAIE LES TROIS LACS 27700,Administration publique générale
03919757900012,31 AVENUE DE LA BOURDONNAIS PARIS 75007 I.J ISSY LES MOULINE,Activités combinées de soutien lié aux bâtiments
30352965500050,8 RUE DE L’ETANG SALLELES-D'AUDE 11590,Culture de la vigne
24020060000098,ESPACE ROTONDEFLORENTINE BUIRE 02500 SEMAPHORE BATIMENT C,Construction d'autres ouvrages de génie civil n.c.a.
13001619900015,7 BOULEVARD JEANNE D'ARC DIJON 21000 FACULTE DE MEDECINE,"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale"
03885867600018,152 RUE DE PARIS BOULOGNE-BILLANCOURT 92100,Activités combinées de soutien lié aux bâtiments
